is_addition,old_file_path,new_file_path,line_num,content
False,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,97,"rivate final Map<String, List<ZipArchiveEntry>> nameMap ="
False,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,98,"ew HashMap<String, List<ZipArchiveEntry>>(HASH_SIZE);"
True,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,97,"private final Map<String, LinkedList<ZipArchiveEntry>> nameMap ="
True,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,98,"new HashMap<String, LinkedList<ZipArchiveEntry>>(HASH_SIZE);"
False,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,310,ist<ZipArchiveEntry> entriesOfThatName = nameMap.get(name);
False,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,311,eturn entriesOfThatName != null ? entriesOfThatName.get(0) : null;
True,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,310,LinkedList<ZipArchiveEntry> entriesOfThatName = nameMap.get(name);
True,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,311,return entriesOfThatName != null ? entriesOfThatName.getFirst() : null;
False,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,928,ist<ZipArchiveEntry> entriesOfThatName = nameMap.get(name);
True,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,928,LinkedList<ZipArchiveEntry> entriesOfThatName = nameMap.get(name);
False,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,933,ntriesOfThatName.add(ze);
True,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,src/main/java/org/apache/commons/compress/archivers/zip/ZipFile.java,933,entriesOfThatName.addLast(ze);
