"p.value","setting_1","setting_2","metric"
0.0494795555746003,"both,('add', 0.3),False,True,add","rank,('add', 1.0),True,False,del","num_iters"
0.0494795555745999,"(both,('add', 0.3),False,True,all-uni)","rank,('add', 1.0),True,False,del","num_iters"
0.049479555574599,"both,('add', 0.3),False,True,del","rank,('add', 1.0),True,False,del","num_iters"
0.049479555574599,"both,('add', 0.3),True,False,add","rank,('add', 1.0),True,False,del","num_iters"
0.0494795555745999,"both,('add', 0.3),True,True,add","rank,('add', 1.0),True,False,del","num_iters"
0.0494795555745997,"both,('add', 0.4),False,True,add","rank,('add', 1.0),True,False,del","num_iters"
0.0494795555746005,"(both,('add', 0.4),False,True,all-uni)","rank,('add', 1.0),True,False,del","num_iters"
0.0494795555745999,"both,('add', 0.4),False,True,del","rank,('add', 1.0),True,False,del","num_iters"
0.0494795555745999,"both,('add', 0.4),True,False,add","rank,('add', 1.0),True,False,del","num_iters"
0.0494795555746012,"(both,('add', 0.4),True,False,all-uni)","rank,('add', 1.0),True,False,del","num_iters"
0.0494795555745999,"both,('add', 0.4),True,True,add","rank,('add', 1.0),True,False,del","num_iters"
0.0494795555745999,"rank,('add', 0.1),False,True,add","rank,('add', 1.0),True,False,del","num_iters"
0.0494795555746005,"(rank,('add', 0.1),False,True,all-uni)","rank,('add', 1.0),True,False,del","num_iters"
0.0494795555745999,"rank,('add', 0.1),False,True,del","rank,('add', 1.0),True,False,del","num_iters"
0.0494795555745999,"rank,('add', 0.3),True,True,add","rank,('add', 1.0),True,False,del","num_iters"
0.0226927022364352,"(rank,('add', 0.3),True,True,all-uni)","rank,('add', 1.0),True,False,del","num_iters"
0.0138988463476525,"rank,('add', 0.4),True,True,add","rank,('add', 1.0),True,False,del","num_iters"
0.0350883156679902,"rank,('add', 0.4),True,True,add","rank,('add', 1.0),True,True,del","num_iters"
0.0226927022364352,"(rank,('add', 0.4),True,True,all-uni)","rank,('add', 1.0),True,False,del","num_iters"
0.0124449444975898,"rank,('add', 0.5),True,True,add","rank,('add', 1.0),True,False,del","num_iters"
0.031694236646035,"rank,('add', 0.5),True,True,add","rank,('add', 1.0),True,True,del","num_iters"
0.0226927022364357,"rank,('add', 0.6),True,False,add","rank,('add', 1.0),True,False,del","num_iters"
0.0494355981386275,"(rank,('add', 1.0),True,False,all-sep)","score,('add', 0.3),True,True,del","num_iters"
0.0097121236235479,"rank,('add', 1.0),True,False,del","score,('add', 0.3),True,True,del","num_iters"
0.0367638012908023,"rank,('add', 1.0),True,False,del","score,('add', 0.5),True,True,del","num_iters"
0.0494355981386275,"(rank,('add', 1.0),True,True,all-sep)","score,('add', 0.3),True,True,del","num_iters"
0.0252071396678734,"rank,('add', 1.0),True,True,del","score,('add', 0.3),True,True,del","num_iters"
