"p.value","setting_1","setting_2","metric"
0.0401883753516065,"both,('add', 0.1),False,add","rank,('add', 1.0),True,del","num_iters"
0.0401883753515689,"(both,('add', 0.1),False,all-sep)","rank,('add', 1.0),True,del","num_iters"
0.0401883753515689,"(both,('add', 0.1),False,all-uni)","rank,('add', 1.0),True,del","num_iters"
0.0401883753515678,"both,('add', 0.1),False,del","rank,('add', 1.0),True,del","num_iters"
0.0401883753516107,"(both,('add', 0.1),True,all-uni)","rank,('add', 1.0),True,del","num_iters"
0.0319216775992044,"both,('add', 0.3),False,add","(rank,('add', 1.0),True,all-sep)","num_iters"
0.0229085034888461,"both,('add', 0.3),False,add","rank,('add', 1.0),True,del","num_iters"
0.0319216775992039,"(both,('add', 0.3),False,all-uni)","(rank,('add', 1.0),True,all-sep)","num_iters"
0.0229085034888457,"(both,('add', 0.3),False,all-uni)","rank,('add', 1.0),True,del","num_iters"
0.0319216775992044,"both,('add', 0.3),False,del","(rank,('add', 1.0),True,all-sep)","num_iters"
0.0229085034888461,"both,('add', 0.3),False,del","rank,('add', 1.0),True,del","num_iters"
0.0319216775992044,"both,('add', 0.3),True,add","(rank,('add', 1.0),True,all-sep)","num_iters"
0.0229085034888461,"both,('add', 0.3),True,add","rank,('add', 1.0),True,del","num_iters"
0.0319216775992044,"both,('add', 0.4),False,add","(rank,('add', 1.0),True,all-sep)","num_iters"
0.0229085034888461,"both,('add', 0.4),False,add","rank,('add', 1.0),True,del","num_iters"
0.0319216775992039,"(both,('add', 0.4),False,all-uni)","(rank,('add', 1.0),True,all-sep)","num_iters"
0.0229085034888457,"(both,('add', 0.4),False,all-uni)","rank,('add', 1.0),True,del","num_iters"
0.0319216775992044,"both,('add', 0.4),False,del","(rank,('add', 1.0),True,all-sep)","num_iters"
0.0229085034888457,"both,('add', 0.4),False,del","rank,('add', 1.0),True,del","num_iters"
0.0319216775992044,"both,('add', 0.4),True,add","(rank,('add', 1.0),True,all-sep)","num_iters"
0.0229085034888457,"both,('add', 0.4),True,add","rank,('add', 1.0),True,del","num_iters"
0.0156801451817508,"(both,('add', 1.0),False,all-uni)","(rank,('add', 1.0),True,all-sep)","num_iters"
0.0110086048663195,"(both,('add', 1.0),False,all-uni)","rank,('add', 1.0),True,del","num_iters"
0.0319216775992044,"rank,('add', 0.1),False,add","(rank,('add', 1.0),True,all-sep)","num_iters"
0.0229085034888461,"rank,('add', 0.1),False,add","rank,('add', 1.0),True,del","num_iters"
0.0319216775992044,"(rank,('add', 0.1),False,all-uni)","(rank,('add', 1.0),True,all-sep)","num_iters"
0.0229085034888461,"(rank,('add', 0.1),False,all-uni)","rank,('add', 1.0),True,del","num_iters"
0.0319216775992039,"rank,('add', 0.1),False,del","(rank,('add', 1.0),True,all-sep)","num_iters"
0.0229085034888461,"rank,('add', 0.1),False,del","rank,('add', 1.0),True,del","num_iters"
0.0476953888456954,"(rank,('add', 0.3),True,all-uni)","(rank,('add', 1.0),True,all-sep)","num_iters"
0.0347173287968051,"(rank,('add', 0.3),True,all-uni)","rank,('add', 1.0),True,del","num_iters"
0.0400671270206975,"rank,('add', 0.5),True,add","rank,('add', 1.0),True,del","num_iters"
0.0147620942032385,"rank,('add', 0.6),True,add","(rank,('add', 1.0),True,all-sep)","num_iters"
0.010346344880236,"rank,('add', 0.6),True,add","rank,('add', 1.0),True,del","num_iters"
0.00646894352518079,"(rank,('add', 1.0),True,all-sep)","score,('add', 0.3),True,del","num_iters"
0.0399724630994907,"(rank,('add', 1.0),True,all-sep)","score,('add', 0.4),True,del","num_iters"
0.0401883753516113,"rank,('add', 1.0),True,del","(score,('add', 0.1),False,all-sep)","num_iters"
0.00443717926808962,"rank,('add', 1.0),True,del","score,('add', 0.3),True,del","num_iters"
0.0289094430477879,"rank,('add', 1.0),True,del","score,('add', 0.4),True,del","num_iters"
0.0367085289253345,"rank,('add', 1.0),True,del","score,('add', 0.6),True,add","num_iters"
