is_addition,old_file_path,new_file_path,line_num,content
True,src/test/org/apache/commons/lang/time/DateFormatUtilsTest.java,src/test/org/apache/commons/lang/time/DateFormatUtilsTest.java,217,"String expected = ""19/04/1948"";"
False,src/test/org/apache/commons/lang/time/DateFormatUtilsTest.java,src/test/org/apache/commons/lang/time/DateFormatUtilsTest.java,223,"ssertEquals(""19/04/1948"", DateFormatUtils.format( cal.getTime(), pattern, timeZone, locale ) );"
True,src/test/org/apache/commons/lang/time/DateFormatUtilsTest.java,src/test/org/apache/commons/lang/time/DateFormatUtilsTest.java,224,"assertEquals(expected, DateFormatUtils.format( cal.getTime(), pattern, timeZone, locale ) );"
False,src/test/org/apache/commons/lang/time/DateFormatUtilsTest.java,src/test/org/apache/commons/lang/time/DateFormatUtilsTest.java,230,"ssertEquals(""19/04/1948"", sdf.format( date ) );"
True,src/test/org/apache/commons/lang/time/DateFormatUtilsTest.java,src/test/org/apache/commons/lang/time/DateFormatUtilsTest.java,231,"// There's nothing we can do if the JDK fails, so just going to pring a warning in this case"
True,src/test/org/apache/commons/lang/time/DateFormatUtilsTest.java,src/test/org/apache/commons/lang/time/DateFormatUtilsTest.java,232,"//        assertEquals(expected, sdf.format( date ) );"
True,src/test/org/apache/commons/lang/time/DateFormatUtilsTest.java,src/test/org/apache/commons/lang/time/DateFormatUtilsTest.java,233,if( ! expected.equals( sdf.format( date ) ) ) {
True,src/test/org/apache/commons/lang/time/DateFormatUtilsTest.java,src/test/org/apache/commons/lang/time/DateFormatUtilsTest.java,234,"System.out.println(""WARNING: JDK test failed - testLang312()"");"
False,src/test/org/apache/commons/lang/time/DateFormatUtilsTest.java,src/test/org/apache/commons/lang/time/DateFormatUtilsTest.java,233,"ssertEquals(""19/04/1948"", DateFormatUtils.format( date, pattern, timeZone, locale ) );"
True,src/test/org/apache/commons/lang/time/DateFormatUtilsTest.java,src/test/org/apache/commons/lang/time/DateFormatUtilsTest.java,238,"assertEquals(expected, DateFormatUtils.format( date, pattern, timeZone, locale ) );"
