"p.value","setting_1","setting_2","metric"
2.64422922824359e-06,"both,False,skip,add","both,True,skip,add","rank"
0.00277361598141868,"both,False,skip,add","(both,True,skip,all-uni)","rank"
0.028857993357449,"both,False,skip,add","both,True,True,add","rank"
2.64422922824359e-06,"both,False,skip,add","rank,True,skip,add","rank"
0.00277361598141868,"both,False,skip,add","(rank,True,skip,all-uni)","rank"
0.028857993357449,"both,False,skip,add","rank,True,True,add","rank"
2.64422922824359e-06,"both,False,skip,add","score,True,skip,add","rank"
0.00277361598141868,"both,False,skip,add","(score,True,skip,all-uni)","rank"
0.0288579933574493,"both,False,skip,add","score,True,True,add","rank"
1.52889481630503e-07,"(both,False,skip,all-sep)","both,True,skip,add","rank"
0.000305128918462683,"(both,False,skip,all-sep)","(both,True,skip,all-uni)","rank"
0.00444607402403618,"(both,False,skip,all-sep)","both,True,True,add","rank"
1.52889481630503e-07,"(both,False,skip,all-sep)","rank,True,skip,add","rank"
0.000305128918462572,"(both,False,skip,all-sep)","(rank,True,skip,all-uni)","rank"
0.00444607402403596,"(both,False,skip,all-sep)","rank,True,True,add","rank"
1.52889481630503e-07,"(both,False,skip,all-sep)","score,True,skip,add","rank"
0.000305128918462572,"(both,False,skip,all-sep)","(score,True,skip,all-uni)","rank"
0.0044460740240363,"(both,False,skip,all-sep)","score,True,True,add","rank"
2.94514985299532e-06,"(both,False,skip,all-uni)","both,True,skip,add","rank"
0.00300914359496474,"(both,False,skip,all-uni)","(both,True,skip,all-uni)","rank"
0.0308637114052934,"(both,False,skip,all-uni)","both,True,True,add","rank"
2.94514985310634e-06,"(both,False,skip,all-uni)","rank,True,skip,add","rank"
0.00300914359496474,"(both,False,skip,all-uni)","(rank,True,skip,all-uni)","rank"
0.0308637114052934,"(both,False,skip,all-uni)","rank,True,True,add","rank"
2.94514985310634e-06,"(both,False,skip,all-uni)","score,True,skip,add","rank"
0.00300914359496474,"(both,False,skip,all-uni)","(score,True,skip,all-uni)","rank"
0.0308637114052935,"(both,False,skip,all-uni)","score,True,True,add","rank"
1.87961270892156e-06,"both,False,skip,del","both,True,skip,add","rank"
0.00214034741017177,"both,False,skip,del","(both,True,skip,all-uni)","rank"
0.0232808983402426,"both,False,skip,del","both,True,True,add","rank"
1.87961270892156e-06,"both,False,skip,del","rank,True,skip,add","rank"
0.00214034741017177,"both,False,skip,del","(rank,True,skip,all-uni)","rank"
0.0232808983402426,"both,False,skip,del","rank,True,True,add","rank"
1.87961270892156e-06,"both,False,skip,del","score,True,skip,add","rank"
0.00214034741017177,"both,False,skip,del","(score,True,skip,all-uni)","rank"
0.0232808983402431,"both,False,skip,del","score,True,True,add","rank"
2.88959889349627e-09,"both,False,True,add","both,True,skip,add","rank"
1.25701430582215e-05,"both,False,True,add","(both,True,skip,all-uni)","rank"
0.000267528686063279,"both,False,True,add","both,True,True,add","rank"
0.00871883492078074,"both,False,True,add","(both,True,True,all-uni)","rank"
2.88959889349627e-09,"both,False,True,add","rank,True,skip,add","rank"
1.25701430582215e-05,"both,False,True,add","(rank,True,skip,all-uni)","rank"
0.000267528686063279,"both,False,True,add","rank,True,True,add","rank"
0.00871883492078074,"both,False,True,add","(rank,True,True,all-uni)","rank"
2.88959889349627e-09,"both,False,True,add","score,True,skip,add","rank"
1.25701430582215e-05,"both,False,True,add","(score,True,skip,all-uni)","rank"
0.000267528686063279,"both,False,True,add","score,True,True,add","rank"
0.00871883492078074,"both,False,True,add","(score,True,True,all-uni)","rank"
1.48333234584186e-10,"(both,False,True,all-sep)","both,True,skip,add","rank"
1.09156609773287e-06,"(both,False,True,all-sep)","(both,True,skip,all-uni)","rank"
2.96166095876682e-05,"(both,False,True,all-sep)","both,True,True,add","rank"
0.00138761344364646,"(both,False,True,all-sep)","(both,True,True,all-uni)","rank"
1.48333234584186e-10,"(both,False,True,all-sep)","rank,True,skip,add","rank"
1.09156609773287e-06,"(both,False,True,all-sep)","(rank,True,skip,all-uni)","rank"
2.96166095876682e-05,"(both,False,True,all-sep)","rank,True,True,add","rank"
0.00138761344364646,"(both,False,True,all-sep)","(rank,True,True,all-uni)","rank"
1.48333234584186e-10,"(both,False,True,all-sep)","score,True,skip,add","rank"
1.09156609773287e-06,"(both,False,True,all-sep)","(score,True,skip,all-uni)","rank"
2.96166095876682e-05,"(both,False,True,all-sep)","score,True,True,add","rank"
0.00138761344364646,"(both,False,True,all-sep)","(score,True,True,all-uni)","rank"
3.3560623169393e-09,"(both,False,True,all-uni)","both,True,skip,add","rank"
1.42015827753195e-05,"(both,False,True,all-uni)","(both,True,skip,all-uni)","rank"
0.000298350631858235,"(both,False,True,all-uni)","both,True,True,add","rank"
0.00953197633427838,"(both,False,True,all-uni)","(both,True,True,all-uni)","rank"
3.3560623169393e-09,"(both,False,True,all-uni)","rank,True,skip,add","rank"
1.42015827753195e-05,"(both,False,True,all-uni)","(rank,True,skip,all-uni)","rank"
0.000298350631858235,"(both,False,True,all-uni)","rank,True,True,add","rank"
0.00953197633427805,"(both,False,True,all-uni)","(rank,True,True,all-uni)","rank"
3.3560623169393e-09,"(both,False,True,all-uni)","score,True,skip,add","rank"
1.42015827753195e-05,"(both,False,True,all-uni)","(score,True,skip,all-uni)","rank"
0.000298350631858235,"(both,False,True,all-uni)","score,True,True,add","rank"
0.00953197633427838,"(both,False,True,all-uni)","(score,True,True,all-uni)","rank"
1.91460902687624e-09,"both,False,True,del","both,True,skip,add","rank"
8.98094488488432e-06,"both,False,True,del","(both,True,skip,all-uni)","rank"
0.000198008038050257,"both,False,True,del","both,True,True,add","rank"
0.00680967622505091,"both,False,True,del","(both,True,True,all-uni)","rank"
1.91460902687624e-09,"both,False,True,del","rank,True,skip,add","rank"
8.98094488488432e-06,"both,False,True,del","(rank,True,skip,all-uni)","rank"
0.000198008038050257,"both,False,True,del","rank,True,True,add","rank"
0.00680967622505069,"both,False,True,del","(rank,True,True,all-uni)","rank"
1.91460902687624e-09,"both,False,True,del","score,True,skip,add","rank"
8.98094488488432e-06,"both,False,True,del","(score,True,skip,all-uni)","rank"
0.000198008038050257,"both,False,True,del","score,True,True,add","rank"
0.00680967622505091,"both,False,True,del","(score,True,True,all-uni)","rank"
0.0261711512229303,"both,True,skip,add","(both,True,skip,all-sep)","rank"
1.94937200825862e-08,"both,True,skip,add","both,True,skip,del","rank"
6.51791657586553e-05,"both,True,skip,add","(both,True,True,all-sep)","rank"
5.50437473378906e-10,"both,True,skip,add","both,True,True,del","rank"
2.64422922824359e-06,"both,True,skip,add","rank,False,skip,add","rank"
1.52889481630503e-07,"both,True,skip,add","(rank,False,skip,all-sep)","rank"
2.94514985310634e-06,"both,True,skip,add","(rank,False,skip,all-uni)","rank"
1.87961270892156e-06,"both,True,skip,add","rank,False,skip,del","rank"
2.88959889349627e-09,"both,True,skip,add","rank,False,True,add","rank"
1.48333234584186e-10,"both,True,skip,add","(rank,False,True,all-sep)","rank"
3.3560623169393e-09,"both,True,skip,add","(rank,False,True,all-uni)","rank"
1.91460902687624e-09,"both,True,skip,add","rank,False,True,del","rank"
0.0261711512229303,"both,True,skip,add","(rank,True,skip,all-sep)","rank"
1.94937200825862e-08,"both,True,skip,add","rank,True,skip,del","rank"
6.51791657586553e-05,"both,True,skip,add","(rank,True,True,all-sep)","rank"
5.50437473378906e-10,"both,True,skip,add","rank,True,True,del","rank"
2.64422922824359e-06,"both,True,skip,add","score,False,skip,add","rank"
1.52889481630503e-07,"both,True,skip,add","(score,False,skip,all-sep)","rank"
2.94514985310634e-06,"both,True,skip,add","(score,False,skip,all-uni)","rank"
1.87961270892156e-06,"both,True,skip,add","score,False,skip,del","rank"
