"p.value","setting_1","setting_2","metric"
1,"add,git","add,gumtree_base","rank"
0.989331776103085,"add,git","add,gumtree_class","rank"
0.999385665566852,"add,git","add,no_diff","rank"
1,"add,git","(all-sep,git)","rank"
0.999999999992063,"add,git","(all-sep,gumtree_base)","rank"
0.990535992934918,"add,git","(all-sep,gumtree_class)","rank"
0.999567814450464,"add,git","(all-sep,no_diff)","rank"
0.999999999805994,"add,git","(all-uni,git)","rank"
0.999996698245243,"add,git","(all-uni,gumtree_base)","rank"
0.772652282718745,"add,git","(all-uni,gumtree_class)","rank"
0.999575852227406,"add,git","(all-uni,no_diff)","rank"
0.514993019504034,"add,git","del,git","rank"
0.935860387731579,"add,git","del,gumtree_base","rank"
0.936106101783146,"add,git","del,gumtree_class","rank"
0.999771992495093,"add,git","del,no_diff","rank"
0.997765711955545,"add,gumtree_base","add,gumtree_class","rank"
0.996061716582345,"add,gumtree_base","add,no_diff","rank"
0.9999999999848,"add,gumtree_base","(all-sep,git)","rank"
0.999999986811513,"add,gumtree_base","(all-sep,gumtree_base)","rank"
0.998086480142836,"add,gumtree_base","(all-sep,gumtree_class)","rank"
0.996995671655773,"add,gumtree_base","(all-sep,no_diff)","rank"
1,"add,gumtree_base","(all-uni,git)","rank"
0.999999957306772,"add,gumtree_base","(all-uni,gumtree_base)","rank"
0.879661435665468,"add,gumtree_base","(all-uni,gumtree_class)","rank"
0.997038736078746,"add,gumtree_base","(all-uni,no_diff)","rank"
0.371640434040891,"add,gumtree_base","del,git","rank"
0.858641527748643,"add,gumtree_base","del,gumtree_base","rank"
0.859053087049319,"add,gumtree_base","del,gumtree_class","rank"
0.998161394812402,"add,gumtree_base","del,no_diff","rank"
0.452230419465892,"add,gumtree_class","add,no_diff","rank"
0.97776482673887,"add,gumtree_class","(all-sep,git)","rank"
0.94092080357869,"add,gumtree_class","(all-sep,gumtree_base)","rank"
1,"add,gumtree_class","(all-sep,gumtree_class)","rank"
0.476034929579229,"add,gumtree_class","(all-sep,no_diff)","rank"
0.999609184949608,"add,gumtree_class","(all-uni,git)","rank"
0.999998302831575,"add,gumtree_class","(all-uni,gumtree_base)","rank"
0.999999152786726,"add,gumtree_class","(all-uni,gumtree_class)","rank"
0.477285362926155,"add,gumtree_class","(all-uni,no_diff)","rank"
0.0108645550191392,"add,gumtree_class","del,git","rank"
0.109299620392541,"add,gumtree_class","del,gumtree_base","rank"
0.109551899255946,"add,gumtree_class","del,gumtree_class","rank"
0.517424540445684,"add,gumtree_class","del,no_diff","rank"
0.999835456841595,"add,no_diff","(all-sep,git)","rank"
0.999988211803301,"add,no_diff","(all-sep,gumtree_base)","rank"
0.464817076398782,"add,no_diff","(all-sep,gumtree_class)","rank"
1,"add,no_diff","(all-sep,no_diff)","rank"
0.985913751211563,"add,no_diff","(all-uni,git)","rank"
0.905299764499887,"add,no_diff","(all-uni,gumtree_base)","rank"
0.103140786055574,"add,no_diff","(all-uni,gumtree_class)","rank"
1,"add,no_diff","(all-uni,no_diff)","rank"
0.994241640598103,"add,no_diff","del,git","rank"
0.999999455930552,"add,no_diff","del,gumtree_base","rank"
0.99999946566941,"add,no_diff","del,gumtree_class","rank"
1,"add,no_diff","del,no_diff","rank"
1,"(all-sep,git)","(all-sep,gumtree_base)","rank"
0.979945614538225,"(all-sep,git)","(all-sep,gumtree_class)","rank"
0.999890962288204,"(all-sep,git)","(all-sep,no_diff)","rank"
0.999999990534763,"(all-sep,git)","(all-uni,git)","rank"
0.999977552395922,"(all-sep,git)","(all-uni,gumtree_base)","rank"
0.696144289330173,"(all-sep,git)","(all-uni,gumtree_class)","rank"
0.999893333442591,"(all-sep,git)","(all-uni,no_diff)","rank"
0.601275363546551,"(all-sep,git)","del,git","rank"
0.963453109814954,"(all-sep,git)","del,gumtree_base","rank"
0.963616186716119,"(all-sep,git)","del,gumtree_class","rank"
0.999948505932634,"(all-sep,git)","del,no_diff","rank"
0.945508246317364,"(all-sep,gumtree_base)","(all-sep,gumtree_class)","rank"
0.999993132951578,"(all-sep,gumtree_base)","(all-sep,no_diff)","rank"
0.999999110093786,"(all-sep,gumtree_base)","(all-uni,git)","rank"
0.999730573606784,"(all-sep,gumtree_base)","(all-uni,gumtree_base)","rank"
0.559642612524161,"(all-sep,gumtree_base)","(all-uni,gumtree_class)","rank"
0.999993328913998,"(all-sep,gumtree_base)","(all-uni,no_diff)","rank"
0.734174519154096,"(all-sep,gumtree_base)","del,git","rank"
0.987948888049387,"(all-sep,gumtree_base)","del,gumtree_base","rank"
0.988017326487572,"(all-sep,gumtree_base)","del,gumtree_class","rank"
0.999997455392699,"(all-sep,gumtree_base)","del,no_diff","rank"
0.488781586186031,"(all-sep,gumtree_class)","(all-sep,no_diff)","rank"
0.999678502983502,"(all-sep,gumtree_class)","(all-uni,git)","rank"
0.999998789570638,"(all-sep,gumtree_class)","(all-uni,gumtree_base)","rank"
0.99999879973941,"(all-sep,gumtree_class)","(all-uni,gumtree_class)","rank"
0.490039199583977,"(all-sep,gumtree_class)","(all-uni,no_diff)","rank"
0.0115797395234637,"(all-sep,gumtree_class)","del,git","rank"
0.114520263310098,"(all-sep,gumtree_class)","del,gumtree_base","rank"
0.114781986159243,"(all-sep,gumtree_class)","del,gumtree_class","rank"
0.530343200352253,"(all-sep,gumtree_class)","del,no_diff","rank"
0.988651953463461,"(all-sep,no_diff)","(all-uni,git)","rank"
0.91707536144285,"(all-sep,no_diff)","(all-uni,gumtree_base)","rank"
0.112701305945154,"(all-sep,no_diff)","(all-uni,gumtree_class)","rank"
1,"(all-sep,no_diff)","(all-uni,no_diff)","rank"
0.992650530416715,"(all-sep,no_diff)","del,git","rank"
0.999998934138591,"(all-sep,no_diff)","del,gumtree_base","rank"
0.999998952172149,"(all-sep,no_diff)","del,gumtree_class","rank"
1,"(all-sep,no_diff)","del,no_diff","rank"
0.999999999841204,"(all-uni,git)","(all-uni,gumtree_base)","rank"
0.941575977411085,"(all-uni,git)","(all-uni,gumtree_class)","rank"
0.988782024970686,"(all-uni,git)","(all-uni,no_diff)","rank"
0.263436937651235,"(all-uni,git)","del,git","rank"
0.759782440128617,"(all-uni,git)","del,gumtree_base","rank"
0.760324957734264,"(all-uni,git)","del,gumtree_class","rank"
0.992331990835661,"(all-uni,git)","del,no_diff","rank"
0.993568711445396,"(all-uni,gumtree_base)","(all-uni,gumtree_class)","rank"
0.917661302054746,"(all-uni,gumtree_base)","(all-uni,no_diff)","rank"
