is_addition,old_file_path,new_file_path,line_num,content
False,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,58,"ublic <T> Builder addRequestParam(TypedKey<T> paramKey, Class<T> typeOfParam) {"
False,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,59,"eturn addRequestParam(paramKey.getName(), typeOfParam);"
True,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,58,public <T> Builder addRequestParam(TypedKey<T> param) {
True,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,59,"return addRequestParam(param.getName(), param.getClassOfT());"
False,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,67,"ublic <T> Builder addRequestBodyParam(TypedKey<T> paramKey, Class<T> typeOfParam) {"
False,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,68,"eturn addRequestBodyParam(paramKey.getName(), typeOfParam);"
True,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,67,public <T> Builder addRequestBodyParam(TypedKey<T> param) {
True,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,68,"return addRequestBodyParam(param.getName(), param.getClassOfT());"
False,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,76,"ublic <T> Builder addResponseParam(TypedKey<T> paramKey, Class<T> typeOfParam) {"
False,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,77,"eturn addResponseParam(paramKey.getName(), typeOfParam);"
True,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,76,public <T> Builder addResponseParam(TypedKey<T> param) {
True,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,77,"return addResponseParam(param.getName(), param.getClassOfT());"
False,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,85,"ublic <T> Builder addResponseBodyParam(TypedKey<T> paramKey, Class<T> typeOfParam) {"
False,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,86,"eturn addResponseBodyParam(paramKey.getName(), typeOfParam);"
True,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,85,public <T> Builder addResponseBodyParam(TypedKey<T> param) {
True,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/WebServiceCallSpec.java,86,"return addResponseBodyParam(param.getName(), param.getClassOfT());"
False,wsdef/src/main/java/com/google/gson/webservice/definition/rest/RestCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/rest/RestCallSpec.java,51,"ublic <T> Builder<R> addRequestParam(TypedKey<T> paramKey, Class<T> typeOfParam) {"
False,wsdef/src/main/java/com/google/gson/webservice/definition/rest/RestCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/rest/RestCallSpec.java,52,"eqParamsSpecBuilder.put(paramKey.getName(), typeOfParam);"
True,wsdef/src/main/java/com/google/gson/webservice/definition/rest/RestCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/rest/RestCallSpec.java,51,public <T> Builder<R> addRequestParam(TypedKey<T> param) {
True,wsdef/src/main/java/com/google/gson/webservice/definition/rest/RestCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/rest/RestCallSpec.java,52,"reqParamsSpecBuilder.put(param.getName(), param.getClassOfT());"
False,wsdef/src/main/java/com/google/gson/webservice/definition/rest/RestCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/rest/RestCallSpec.java,56,"ublic <T> Builder<R> addResponseParam(TypedKey<T> paramKey, Class<T> typeOfParam) {"
False,wsdef/src/main/java/com/google/gson/webservice/definition/rest/RestCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/rest/RestCallSpec.java,57,"esParamsSpecBuilder.put(paramKey.getName(), typeOfParam);"
True,wsdef/src/main/java/com/google/gson/webservice/definition/rest/RestCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/rest/RestCallSpec.java,56,public <T> Builder<R> addResponseParam(TypedKey<T> param) {
True,wsdef/src/main/java/com/google/gson/webservice/definition/rest/RestCallSpec.java,wsdef/src/main/java/com/google/gson/webservice/definition/rest/RestCallSpec.java,57,"resParamsSpecBuilder.put(param.getName(), param.getClassOfT());"
