is_addition,old_file_path,new_file_path,line_num,content
False,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,42,nt dim = 1;
True,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,42,int dim = 10;
False,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,54,"oTest(func, minPoint, init,  GoalType.MINIMIZE, 1e-15, 1e-8);"
True,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,54,"doTest(func, minPoint, init,  GoalType.MINIMIZE, 1e-9, 1e-7);"
False,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,58,nit[i] = minPoint[i] + 4;
True,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,58,init[i] = minPoint[i] + 3;
False,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,60,"oTest(func, minPoint, init,  GoalType.MINIMIZE, 1e-15, 1e-8);"
True,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,60,"doTest(func, minPoint, init,  GoalType.MINIMIZE, 1e-9, 1e-7);"
False,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,86,"oTest(func, minPoint, init,  GoalType.MINIMIZE, 1e-15, 1e-8);"
True,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,86,"doTest(func, minPoint, init,  GoalType.MINIMIZE, 1e-9, 1e-8);"
False,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,92,"oTest(func, minPoint, init, GoalType.MINIMIZE, 1e-15, 1e-8);"
True,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,92,"doTest(func, minPoint, init, GoalType.MINIMIZE, 1e-9, 1e-8);"
False,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,118,"oTest(func, maxPoint, init,  GoalType.MAXIMIZE, 1e-15, 1e-8);"
True,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,118,"doTest(func, maxPoint, init,  GoalType.MAXIMIZE, 1e-9, 1e-8);"
False,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,124,"oTest(func, maxPoint, init, GoalType.MAXIMIZE, 1e-15, 1e-8);"
True,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,124,"doTest(func, maxPoint, init, GoalType.MAXIMIZE, 1e-9, 1e-8);"
False,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,143,inal double relTol = 1e-10;
True,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,148,"System.out.println(""Function value at initial guess: "" + func.value(init));"
True,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,149,"System.out.println(""Function value at optimum: "" + result.getValue());"
True,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,150,"System.out.println(""Iterations: "" + optim.getIterations());"
True,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,151,"System.out.println(""Function evaluations: "" + optim.getEvaluations());"
True,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,src/test/java/org/apache/commons/math/optimization/general/PowellOptimizerTest.java,152,System.out.println(Arrays.toString(found));
