is_addition,old_file_path,new_file_path,line_num,content
True,src/org/mockito/Mockito.java,src/org/mockito/Mockito.java,493,MOCKING_PROGRESS.resetOngoingStubbing();
True,src/org/mockito/Mockito.java,src/org/mockito/Mockito.java,871,MOCKING_PROGRESS.resetOngoingStubbing();
True,src/org/mockito/exceptions/misusing/InvalidUseOfMatchersException.java,src/org/mockito/exceptions/misusing/InvalidUseOfMatchersException.java,17,"public InvalidUseOfMatchersException(String message, MockitoException lastMatcherLocation) {"
True,src/org/mockito/exceptions/misusing/InvalidUseOfMatchersException.java,src/org/mockito/exceptions/misusing/InvalidUseOfMatchersException.java,18,"super(message, lastMatcherLocation);"
True,src/org/mockito/internal/progress/LastArguments.java,src/org/mockito/internal/progress/LastArguments.java,13,import org.mockito.exceptions.base.MockitoException;
True,src/org/mockito/internal/progress/LastArguments.java,src/org/mockito/internal/progress/LastArguments.java,35,//        matcherStack.push(new LocalizedMatcher(matcher));
True,src/org/mockito/internal/progress/LastArguments.java,src/org/mockito/internal/progress/LastArguments.java,87,public void validateState() {
True,src/org/mockito/internal/progress/LastArguments.java,src/org/mockito/internal/progress/LastArguments.java,88,"//        assertState(matcherStack.isEmpty(), ""Misplaced argument matcher."");"
True,src/org/mockito/internal/progress/LastArguments.java,src/org/mockito/internal/progress/LastArguments.java,89,//TODO test cleanup?
True,src/org/mockito/internal/progress/LastArguments.java,src/org/mockito/internal/progress/LastArguments.java,90,//TODO duplicated
True,src/org/mockito/internal/progress/LastArguments.java,src/org/mockito/internal/progress/LastArguments.java,91,if (!matcherStack.isEmpty()) {
True,src/org/mockito/internal/progress/LastArguments.java,src/org/mockito/internal/progress/LastArguments.java,92,MockitoException lastMatcherLocation = ((LocalizedMatcher) matcherStack.pop()).getLocation();
True,src/org/mockito/internal/progress/LastArguments.java,src/org/mockito/internal/progress/LastArguments.java,93,matcherStack.clear();
True,src/org/mockito/internal/progress/LastArguments.java,src/org/mockito/internal/progress/LastArguments.java,94,"throw new InvalidUseOfMatchersException(""Misplaced argument matcher."", lastMatcherLocation);"
True,src/org/mockito/internal/progress/LastArguments.java,src/org/mockito/internal/progress/LastArguments.java,98,public void reset() {
True,src/org/mockito/internal/progress/LastArguments.java,src/org/mockito/internal/progress/LastArguments.java,99,matcherStack.clear();
True,src/org/mockito/internal/progress/LocalizedMatcher.java,src/org/mockito/internal/progress/LocalizedMatcher.java,1,package org.mockito.internal.progress;
True,src/org/mockito/internal/progress/LocalizedMatcher.java,src/org/mockito/internal/progress/LocalizedMatcher.java,3,import org.hamcrest.BaseMatcher;
True,src/org/mockito/internal/progress/LocalizedMatcher.java,src/org/mockito/internal/progress/LocalizedMatcher.java,4,import org.hamcrest.Description;
True,src/org/mockito/internal/progress/LocalizedMatcher.java,src/org/mockito/internal/progress/LocalizedMatcher.java,5,import org.hamcrest.Matcher;
True,src/org/mockito/internal/progress/LocalizedMatcher.java,src/org/mockito/internal/progress/LocalizedMatcher.java,6,import org.mockito.exceptions.base.MockitoException;
True,src/org/mockito/internal/progress/LocalizedMatcher.java,src/org/mockito/internal/progress/LocalizedMatcher.java,8,"@SuppressWarnings(""unchecked"")"
True,src/org/mockito/internal/progress/LocalizedMatcher.java,src/org/mockito/internal/progress/LocalizedMatcher.java,9,public class LocalizedMatcher extends BaseMatcher {
True,src/org/mockito/internal/progress/LocalizedMatcher.java,src/org/mockito/internal/progress/LocalizedMatcher.java,11,private final Matcher matcher;
True,src/org/mockito/internal/progress/LocalizedMatcher.java,src/org/mockito/internal/progress/LocalizedMatcher.java,12,private final MockitoException location;
True,src/org/mockito/internal/progress/LocalizedMatcher.java,src/org/mockito/internal/progress/LocalizedMatcher.java,14,public LocalizedMatcher(Matcher matcher) {
True,src/org/mockito/internal/progress/LocalizedMatcher.java,src/org/mockito/internal/progress/LocalizedMatcher.java,15,this.matcher = matcher;
True,src/org/mockito/internal/progress/LocalizedMatcher.java,src/org/mockito/internal/progress/LocalizedMatcher.java,16,"this.location = new MockitoException(""Argument matcher was used here:"");"
True,src/org/mockito/internal/progress/LocalizedMatcher.java,src/org/mockito/internal/progress/LocalizedMatcher.java,19,public MockitoException getLocation() {
True,src/org/mockito/internal/progress/LocalizedMatcher.java,src/org/mockito/internal/progress/LocalizedMatcher.java,20,return location;
True,src/org/mockito/internal/progress/LocalizedMatcher.java,src/org/mockito/internal/progress/LocalizedMatcher.java,23,public boolean matches(Object item) {
True,src/org/mockito/internal/progress/LocalizedMatcher.java,src/org/mockito/internal/progress/LocalizedMatcher.java,24,return matcher.matches(item);
True,src/org/mockito/internal/progress/LocalizedMatcher.java,src/org/mockito/internal/progress/LocalizedMatcher.java,27,public void describeTo(Description description) {
True,src/org/mockito/internal/progress/LocalizedMatcher.java,src/org/mockito/internal/progress/LocalizedMatcher.java,28,matcher.describeTo(description);
True,src/org/mockito/internal/progress/MockingProgress.java,src/org/mockito/internal/progress/MockingProgress.java,29,* Removes ongoing stubbing so that in case the framework is misused
True,src/org/mockito/internal/progress/MockingProgress.java,src/org/mockito/internal/progress/MockingProgress.java,30,* state validation errors are more accurate
True,src/org/mockito/internal/progress/MockingProgress.java,src/org/mockito/internal/progress/MockingProgress.java,32,void resetOngoingStubbing();
False,src/org/mockito/internal/progress/MockingProgressImpl.java,src/org/mockito/internal/progress/MockingProgressImpl.java,15,rivate OngoingStubbing ongoingStubbing;
True,src/org/mockito/internal/progress/MockingProgressImpl.java,src/org/mockito/internal/progress/MockingProgressImpl.java,15,OngoingStubbing ongoingStubbing;
True,src/org/mockito/internal/progress/MockingProgressImpl.java,src/org/mockito/internal/progress/MockingProgressImpl.java,31,resetOngoingStubbing();
True,src/org/mockito/internal/progress/MockingProgressImpl.java,src/org/mockito/internal/progress/MockingProgressImpl.java,35,/* (non-Javadoc)
True,src/org/mockito/internal/progress/MockingProgressImpl.java,src/org/mockito/internal/progress/MockingProgressImpl.java,36,* @see org.mockito.internal.progress.MockingProgress#resetOngoingStubbing()
True,src/org/mockito/internal/progress/MockingProgressImpl.java,src/org/mockito/internal/progress/MockingProgressImpl.java,38,public void resetOngoingStubbing() {
True,src/org/mockito/internal/progress/MockingProgressImpl.java,src/org/mockito/internal/progress/MockingProgressImpl.java,39,ongoingStubbing = null;
True,src/org/mockito/internal/progress/MockingProgressImpl.java,src/org/mockito/internal/progress/MockingProgressImpl.java,64,//TODO LastArguments should be somewhere here...
