"p.value","setting_1","setting_2","metric"
1,"both,('add', 0.1),True,True,add","(rank,mul,True,True,all-uni)","rank"
1,"both,('add', 0.1),True,True,add","rank,mul,True,True,del","rank"
1,"both,('add', 0.1),True,True,add","score,('add', 0.1),True,True,add","rank"
0.999774214418008,"both,('add', 0.1),True,True,add","(score,('add', 0.1),True,True,all-sep)","rank"
1,"both,('add', 0.1),True,True,add","(score,('add', 0.1),True,True,all-uni)","rank"
1,"both,('add', 0.1),True,True,add","score,('add', 0.1),True,True,del","rank"
0.999999980813449,"both,('add', 0.1),True,True,add","score,('add', 0.2),True,True,add","rank"
0.99984264714155,"both,('add', 0.1),True,True,add","(score,('add', 0.2),True,True,all-sep)","rank"
0.99999999712635,"both,('add', 0.1),True,True,add","(score,('add', 0.2),True,True,all-uni)","rank"
0.999998691343035,"both,('add', 0.1),True,True,add","score,('add', 0.2),True,True,del","rank"
0.999936537838162,"both,('add', 0.1),True,True,add","score,('add', 0.3),True,True,add","rank"
0.910369703973861,"both,('add', 0.1),True,True,add","(score,('add', 0.3),True,True,all-sep)","rank"
0.999201453600274,"both,('add', 0.1),True,True,add","(score,('add', 0.3),True,True,all-uni)","rank"
0.999936537838162,"both,('add', 0.1),True,True,add","score,('add', 0.3),True,True,del","rank"
0.906654228187229,"both,('add', 0.1),True,True,add","score,('add', 0.4),True,True,add","rank"
0.998943029499869,"both,('add', 0.1),True,True,add","(score,('add', 0.4),True,True,all-sep)","rank"
0.90665422818723,"both,('add', 0.1),True,True,add","(score,('add', 0.4),True,True,all-uni)","rank"
0.906192212849336,"both,('add', 0.1),True,True,add","score,('add', 0.4),True,True,del","rank"
0.99987730836669,"both,('add', 0.1),True,True,add","score,('add', 0.5),True,True,add","rank"
0.999996049825901,"both,('add', 0.1),True,True,add","(score,('add', 0.5),True,True,all-sep)","rank"
0.99987730836669,"both,('add', 0.1),True,True,add","(score,('add', 0.5),True,True,all-uni)","rank"
0.999814857544798,"both,('add', 0.1),True,True,add","score,('add', 0.5),True,True,del","rank"
0.999998737188278,"both,('add', 0.1),True,True,add","score,('add', 0.6),True,True,add","rank"
0.999999863044394,"both,('add', 0.1),True,True,add","(score,('add', 0.6),True,True,all-sep)","rank"
0.999998737188278,"both,('add', 0.1),True,True,add","(score,('add', 0.6),True,True,all-uni)","rank"
0.999998737188278,"both,('add', 0.1),True,True,add","score,('add', 0.6),True,True,del","rank"
0.999996274571062,"both,('add', 0.1),True,True,add","score,('add', 0.7),True,True,add","rank"
0.99999802367278,"both,('add', 0.1),True,True,add","(score,('add', 0.7),True,True,all-sep)","rank"
0.999995957861875,"both,('add', 0.1),True,True,add","(score,('add', 0.7),True,True,all-uni)","rank"
0.999996262959243,"both,('add', 0.1),True,True,add","score,('add', 0.7),True,True,del","rank"
0.999999137123502,"both,('add', 0.1),True,True,add","score,('add', 0.8),True,True,add","rank"
0.999995131961529,"both,('add', 0.1),True,True,add","(score,('add', 0.8),True,True,all-sep)","rank"
0.999999142151677,"both,('add', 0.1),True,True,add","(score,('add', 0.8),True,True,all-uni)","rank"
0.999999137123502,"both,('add', 0.1),True,True,add","score,('add', 0.8),True,True,del","rank"
0.999998135013467,"both,('add', 0.1),True,True,add","score,('add', 0.9),True,True,add","rank"
0.999998126327395,"both,('add', 0.1),True,True,add","(score,('add', 0.9),True,True,all-sep)","rank"
0.999998135013467,"both,('add', 0.1),True,True,add","(score,('add', 0.9),True,True,all-uni)","rank"
0.999998135013467,"both,('add', 0.1),True,True,add","score,('add', 0.9),True,True,del","rank"
0.961277421548395,"both,('add', 0.1),True,True,add","score,mul,True,True,add","rank"
0.622153814761378,"both,('add', 0.1),True,True,add","(score,mul,True,True,all-sep)","rank"
0.893839881360854,"both,('add', 0.1),True,True,add","(score,mul,True,True,all-uni)","rank"
0.859352653826884,"both,('add', 0.1),True,True,add","score,mul,True,True,del","rank"
1,"(both,('add', 0.1),True,True,all-sep)","(both,('add', 0.1),True,True,all-uni)","rank"
1,"(both,('add', 0.1),True,True,all-sep)","both,('add', 0.1),True,True,del","rank"
1,"(both,('add', 0.1),True,True,all-sep)","both,('add', 0.2),True,True,add","rank"
1,"(both,('add', 0.1),True,True,all-sep)","(both,('add', 0.2),True,True,all-sep)","rank"
1,"(both,('add', 0.1),True,True,all-sep)","(both,('add', 0.2),True,True,all-uni)","rank"
0.999999999934744,"(both,('add', 0.1),True,True,all-sep)","both,('add', 0.2),True,True,del","rank"
0.992357628249066,"(both,('add', 0.1),True,True,all-sep)","both,('add', 0.3),True,True,add","rank"
0.999972347436339,"(both,('add', 0.1),True,True,all-sep)","(both,('add', 0.3),True,True,all-sep)","rank"
0.99350855822278,"(both,('add', 0.1),True,True,all-sep)","(both,('add', 0.3),True,True,all-uni)","rank"
0.968115901722784,"(both,('add', 0.1),True,True,all-sep)","both,('add', 0.3),True,True,del","rank"
0.993809518943211,"(both,('add', 0.1),True,True,all-sep)","both,('add', 0.4),True,True,add","rank"
0.998625188196395,"(both,('add', 0.1),True,True,all-sep)","(both,('add', 0.4),True,True,all-sep)","rank"
0.994653482691239,"(both,('add', 0.1),True,True,all-sep)","(both,('add', 0.4),True,True,all-uni)","rank"
0.948962626425424,"(both,('add', 0.1),True,True,all-sep)","both,('add', 0.4),True,True,del","rank"
0.999991741637958,"(both,('add', 0.1),True,True,all-sep)","both,('add', 0.5),True,True,add","rank"
0.999995600693846,"(both,('add', 0.1),True,True,all-sep)","(both,('add', 0.5),True,True,all-sep)","rank"
0.999991741637958,"(both,('add', 0.1),True,True,all-sep)","(both,('add', 0.5),True,True,all-uni)","rank"
0.999991845399328,"(both,('add', 0.1),True,True,all-sep)","both,('add', 0.5),True,True,del","rank"
0.999999082626184,"(both,('add', 0.1),True,True,all-sep)","both,('add', 0.6),True,True,add","rank"
0.999999562788043,"(both,('add', 0.1),True,True,all-sep)","(both,('add', 0.6),True,True,all-sep)","rank"
0.999971273753297,"(both,('add', 0.1),True,True,all-sep)","(both,('add', 0.6),True,True,all-uni)","rank"
0.999999070984863,"(both,('add', 0.1),True,True,all-sep)","both,('add', 0.6),True,True,del","rank"
0.999995224688608,"(both,('add', 0.1),True,True,all-sep)","both,('add', 0.7),True,True,add","rank"
0.999476623402424,"(both,('add', 0.1),True,True,all-sep)","(both,('add', 0.7),True,True,all-sep)","rank"
0.999895192866631,"(both,('add', 0.1),True,True,all-sep)","(both,('add', 0.7),True,True,all-uni)","rank"
0.999995224688608,"(both,('add', 0.1),True,True,all-sep)","both,('add', 0.7),True,True,del","rank"
0.999999378977991,"(both,('add', 0.1),True,True,all-sep)","both,('add', 0.8),True,True,add","rank"
0.999999995535224,"(both,('add', 0.1),True,True,all-sep)","(both,('add', 0.8),True,True,all-sep)","rank"
0.999999527647668,"(both,('add', 0.1),True,True,all-sep)","(both,('add', 0.8),True,True,all-uni)","rank"
0.999999378977991,"(both,('add', 0.1),True,True,all-sep)","both,('add', 0.8),True,True,del","rank"
0.999999999992876,"(both,('add', 0.1),True,True,all-sep)","both,('add', 0.9),True,True,add","rank"
0.999999999991398,"(both,('add', 0.1),True,True,all-sep)","(both,('add', 0.9),True,True,all-sep)","rank"
0.999999999992876,"(both,('add', 0.1),True,True,all-sep)","(both,('add', 0.9),True,True,all-uni)","rank"
0.999999999992876,"(both,('add', 0.1),True,True,all-sep)","both,('add', 0.9),True,True,del","rank"
1,"(both,('add', 0.1),True,True,all-sep)","both,mul,True,True,add","rank"
1,"(both,('add', 0.1),True,True,all-sep)","(both,mul,True,True,all-sep)","rank"
1,"(both,('add', 0.1),True,True,all-sep)","(both,mul,True,True,all-uni)","rank"
1,"(both,('add', 0.1),True,True,all-sep)","both,mul,True,True,del","rank"
0.00019716001782033,"(both,('add', 0.1),True,True,all-sep)","rank,('add', 0.1),True,True,add","rank"
0.00708619894631546,"(both,('add', 0.1),True,True,all-sep)","(rank,('add', 0.1),True,True,all-sep)","rank"
0.000671307632389095,"(both,('add', 0.1),True,True,all-sep)","(rank,('add', 0.1),True,True,all-uni)","rank"
0.00080899192977546,"(both,('add', 0.1),True,True,all-sep)","rank,('add', 0.1),True,True,del","rank"
0.701850152089579,"(both,('add', 0.1),True,True,all-sep)","rank,('add', 0.2),True,True,add","rank"
0.985276407357752,"(both,('add', 0.1),True,True,all-sep)","(rank,('add', 0.2),True,True,all-sep)","rank"
0.751782556349556,"(both,('add', 0.1),True,True,all-sep)","(rank,('add', 0.2),True,True,all-uni)","rank"
0.896831748461231,"(both,('add', 0.1),True,True,all-sep)","rank,('add', 0.2),True,True,del","rank"
0.999988586062976,"(both,('add', 0.1),True,True,all-sep)","rank,('add', 0.3),True,True,add","rank"
1,"(both,('add', 0.1),True,True,all-sep)","(rank,('add', 0.3),True,True,all-sep)","rank"
0.999996297693632,"(both,('add', 0.1),True,True,all-sep)","(rank,('add', 0.3),True,True,all-uni)","rank"
0.999999971667749,"(both,('add', 0.1),True,True,all-sep)","rank,('add', 0.3),True,True,del","rank"
1,"(both,('add', 0.1),True,True,all-sep)","rank,('add', 0.4),True,True,add","rank"
1,"(both,('add', 0.1),True,True,all-sep)","(rank,('add', 0.4),True,True,all-sep)","rank"
1,"(both,('add', 0.1),True,True,all-sep)","(rank,('add', 0.4),True,True,all-uni)","rank"
1,"(both,('add', 0.1),True,True,all-sep)","rank,('add', 0.4),True,True,del","rank"
1,"(both,('add', 0.1),True,True,all-sep)","rank,('add', 0.5),True,True,add","rank"
1,"(both,('add', 0.1),True,True,all-sep)","(rank,('add', 0.5),True,True,all-sep)","rank"
1,"(both,('add', 0.1),True,True,all-sep)","(rank,('add', 0.5),True,True,all-uni)","rank"
1,"(both,('add', 0.1),True,True,all-sep)","rank,('add', 0.5),True,True,del","rank"
0.999999997547014,"(both,('add', 0.1),True,True,all-sep)","rank,('add', 0.6),True,True,add","rank"
0.999996532517103,"(both,('add', 0.1),True,True,all-sep)","(rank,('add', 0.6),True,True,all-sep)","rank"
0.999999746469492,"(both,('add', 0.1),True,True,all-sep)","(rank,('add', 0.6),True,True,all-uni)","rank"
0.999998937001705,"(both,('add', 0.1),True,True,all-sep)","rank,('add', 0.6),True,True,del","rank"
0.998686680536991,"(both,('add', 0.1),True,True,all-sep)","rank,('add', 0.7),True,True,add","rank"
0.999973873573351,"(both,('add', 0.1),True,True,all-sep)","(rank,('add', 0.7),True,True,all-sep)","rank"
0.998916552743853,"(both,('add', 0.1),True,True,all-sep)","(rank,('add', 0.7),True,True,all-uni)","rank"
0.985257473383156,"(both,('add', 0.1),True,True,all-sep)","rank,('add', 0.7),True,True,del","rank"
0.999987405032564,"(both,('add', 0.1),True,True,all-sep)","rank,('add', 0.8),True,True,add","rank"
0.999996126111277,"(both,('add', 0.1),True,True,all-sep)","(rank,('add', 0.8),True,True,all-sep)","rank"
0.999987405032564,"(both,('add', 0.1),True,True,all-sep)","(rank,('add', 0.8),True,True,all-uni)","rank"
0.999775083184279,"(both,('add', 0.1),True,True,all-sep)","rank,('add', 0.8),True,True,del","rank"
0.999408303369403,"(both,('add', 0.1),True,True,all-sep)","rank,('add', 0.9),True,True,add","rank"
0.999353315809827,"(both,('add', 0.1),True,True,all-sep)","(rank,('add', 0.9),True,True,all-sep)","rank"
0.995480879619951,"(both,('add', 0.1),True,True,all-sep)","(rank,('add', 0.9),True,True,all-uni)","rank"
0.999408303369403,"(both,('add', 0.1),True,True,all-sep)","rank,('add', 0.9),True,True,del","rank"
1,"(both,('add', 0.1),True,True,all-sep)","rank,mul,True,True,add","rank"
1,"(both,('add', 0.1),True,True,all-sep)","(rank,mul,True,True,all-sep)","rank"
1,"(both,('add', 0.1),True,True,all-sep)","(rank,mul,True,True,all-uni)","rank"
1,"(both,('add', 0.1),True,True,all-sep)","rank,mul,True,True,del","rank"
1,"(both,('add', 0.1),True,True,all-sep)","score,('add', 0.1),True,True,add","rank"
0.999997189432986,"(both,('add', 0.1),True,True,all-sep)","(score,('add', 0.1),True,True,all-sep)","rank"
1,"(both,('add', 0.1),True,True,all-sep)","(score,('add', 0.1),True,True,all-uni)","rank"
1,"(both,('add', 0.1),True,True,all-sep)","score,('add', 0.1),True,True,del","rank"
0.999999999993333,"(both,('add', 0.1),True,True,all-sep)","score,('add', 0.2),True,True,add","rank"
0.999998309717247,"(both,('add', 0.1),True,True,all-sep)","(score,('add', 0.2),True,True,all-sep)","rank"
1,"(both,('add', 0.1),True,True,all-sep)","(score,('add', 0.2),True,True,all-uni)","rank"
0.999999997840119,"(both,('add', 0.1),True,True,all-sep)","score,('add', 0.2),True,True,del","rank"
0.999999527171146,"(both,('add', 0.1),True,True,all-sep)","score,('add', 0.3),True,True,add","rank"
0.983069763529512,"(both,('add', 0.1),True,True,all-sep)","(score,('add', 0.3),True,True,all-sep)","rank"
0.999983187725147,"(both,('add', 0.1),True,True,all-sep)","(score,('add', 0.3),True,True,all-uni)","rank"
0.999999527171146,"(both,('add', 0.1),True,True,all-sep)","score,('add', 0.3),True,True,del","rank"
0.981981109481852,"(both,('add', 0.1),True,True,all-sep)","score,('add', 0.4),True,True,add","rank"
0.999974935148885,"(both,('add', 0.1),True,True,all-sep)","(score,('add', 0.4),True,True,all-sep)","rank"
0.981981109481852,"(both,('add', 0.1),True,True,all-sep)","(score,('add', 0.4),True,True,all-uni)","rank"
0.9818439874183,"(both,('add', 0.1),True,True,all-sep)","score,('add', 0.4),True,True,del","rank"
0.999998808553718,"(both,('add', 0.1),True,True,all-sep)","score,('add', 0.5),True,True,add","rank"
0.999999990077637,"(both,('add', 0.1),True,True,all-sep)","(score,('add', 0.5),True,True,all-sep)","rank"
0.999998808553718,"(both,('add', 0.1),True,True,all-sep)","(score,('add', 0.5),True,True,all-uni)","rank"
0.999997874994734,"(both,('add', 0.1),True,True,all-sep)","score,('add', 0.5),True,True,del","rank"
0.999999997943658,"(both,('add', 0.1),True,True,all-sep)","score,('add', 0.6),True,True,add","rank"
0.999999999902358,"(both,('add', 0.1),True,True,all-sep)","(score,('add', 0.6),True,True,all-sep)","rank"
0.999999997943658,"(both,('add', 0.1),True,True,all-sep)","(score,('add', 0.6),True,True,all-uni)","rank"
0.999999997943658,"(both,('add', 0.1),True,True,all-sep)","score,('add', 0.6),True,True,del","rank"
0.999999990849595,"(both,('add', 0.1),True,True,all-sep)","score,('add', 0.7),True,True,add","rank"
0.999999996187284,"(both,('add', 0.1),True,True,all-sep)","(score,('add', 0.7),True,True,all-sep)","rank"
0.999999989756775,"(both,('add', 0.1),True,True,all-sep)","(score,('add', 0.7),True,True,all-uni)","rank"
0.999999990810141,"(both,('add', 0.1),True,True,all-sep)","score,('add', 0.7),True,True,del","rank"
0.999999998782666,"(both,('add', 0.1),True,True,all-sep)","score,('add', 0.8),True,True,add","rank"
0.999999986752438,"(both,('add', 0.1),True,True,all-sep)","(score,('add', 0.8),True,True,all-sep)","rank"
0.999999998792415,"(both,('add', 0.1),True,True,all-sep)","(score,('add', 0.8),True,True,all-uni)","rank"
0.999999998782666,"(both,('add', 0.1),True,True,all-sep)","score,('add', 0.8),True,True,del","rank"
0.999999996480359,"(both,('add', 0.1),True,True,all-sep)","score,('add', 0.9),True,True,add","rank"
0.99999999645773,"(both,('add', 0.1),True,True,all-sep)","(score,('add', 0.9),True,True,all-sep)","rank"
0.999999996480359,"(both,('add', 0.1),True,True,all-sep)","(score,('add', 0.9),True,True,all-uni)","rank"
0.999999996480359,"(both,('add', 0.1),True,True,all-sep)","score,('add', 0.9),True,True,del","rank"
0.99525202669402,"(both,('add', 0.1),True,True,all-sep)","score,mul,True,True,add","rank"
0.834642213476221,"(both,('add', 0.1),True,True,all-sep)","(score,mul,True,True,all-sep)","rank"
0.978036992428972,"(both,('add', 0.1),True,True,all-sep)","(score,mul,True,True,all-uni)","rank"
0.966029345068398,"(both,('add', 0.1),True,True,all-sep)","score,mul,True,True,del","rank"
1,"(both,('add', 0.1),True,True,all-uni)","both,('add', 0.1),True,True,del","rank"
0.999999999956711,"(both,('add', 0.1),True,True,all-uni)","both,('add', 0.2),True,True,add","rank"
0.999999999981612,"(both,('add', 0.1),True,True,all-uni)","(both,('add', 0.2),True,True,all-sep)","rank"
0.999999999956875,"(both,('add', 0.1),True,True,all-uni)","(both,('add', 0.2),True,True,all-uni)","rank"
0.999999990138231,"(both,('add', 0.1),True,True,all-uni)","both,('add', 0.2),True,True,del","rank"
0.970689597822483,"(both,('add', 0.1),True,True,all-uni)","both,('add', 0.3),True,True,add","rank"
0.999645742442597,"(both,('add', 0.1),True,True,all-uni)","(both,('add', 0.3),True,True,all-sep)","rank"
0.974151641155818,"(both,('add', 0.1),True,True,all-uni)","(both,('add', 0.3),True,True,all-uni)","rank"
0.912863302866856,"(both,('add', 0.1),True,True,all-uni)","both,('add', 0.3),True,True,del","rank"
0.97508050866472,"(both,('add', 0.1),True,True,all-uni)","both,('add', 0.4),True,True,add","rank"
0.992251295331068,"(both,('add', 0.1),True,True,all-uni)","(both,('add', 0.4),True,True,all-sep)","rank"
0.977745378684979,"(both,('add', 0.1),True,True,all-uni)","(both,('add', 0.4),True,True,all-uni)","rank"
0.875876321901037,"(both,('add', 0.1),True,True,all-uni)","both,('add', 0.4),True,True,del","rank"
0.999865060475725,"(both,('add', 0.1),True,True,all-uni)","both,('add', 0.5),True,True,add","rank"
0.999918524142531,"(both,('add', 0.1),True,True,all-uni)","(both,('add', 0.5),True,True,all-sep)","rank"
0.999865060475725,"(both,('add', 0.1),True,True,all-uni)","(both,('add', 0.5),True,True,all-uni)","rank"
0.999866419096208,"(both,('add', 0.1),True,True,all-uni)","both,('add', 0.5),True,True,del","rank"
0.999976885744156,"(both,('add', 0.1),True,True,all-uni)","both,('add', 0.6),True,True,add","rank"
0.999987280896542,"(both,('add', 0.1),True,True,all-uni)","(both,('add', 0.6),True,True,all-sep)","rank"
0.999634823670335,"(both,('add', 0.1),True,True,all-uni)","(both,('add', 0.6),True,True,all-uni)","rank"
0.999976649829451,"(both,('add', 0.1),True,True,all-uni)","both,('add', 0.6),True,True,del","rank"
0.999912986569876,"(both,('add', 0.1),True,True,all-uni)","both,('add', 0.7),True,True,add","rank"
0.996364311700122,"(both,('add', 0.1),True,True,all-uni)","(both,('add', 0.7),True,True,all-sep)","rank"
0.998978468383482,"(both,('add', 0.1),True,True,all-uni)","(both,('add', 0.7),True,True,all-uni)","rank"
0.999912986569876,"(both,('add', 0.1),True,True,all-uni)","both,('add', 0.7),True,True,del","rank"
0.999983120314324,"(both,('add', 0.1),True,True,all-uni)","both,('add', 0.8),True,True,add","rank"
0.999999689431122,"(both,('add', 0.1),True,True,all-uni)","(both,('add', 0.8),True,True,all-sep)","rank"
0.999986462473211,"(both,('add', 0.1),True,True,all-uni)","(both,('add', 0.8),True,True,all-uni)","rank"
0.999983120314324,"(both,('add', 0.1),True,True,all-uni)","both,('add', 0.8),True,True,del","rank"
0.999999998391797,"(both,('add', 0.1),True,True,all-uni)","both,('add', 0.9),True,True,add","rank"
0.999999998123106,"(both,('add', 0.1),True,True,all-uni)","(both,('add', 0.9),True,True,all-sep)","rank"
0.999999998391797,"(both,('add', 0.1),True,True,all-uni)","(both,('add', 0.9),True,True,all-uni)","rank"
0.999999998391797,"(both,('add', 0.1),True,True,all-uni)","both,('add', 0.9),True,True,del","rank"
1,"(both,('add', 0.1),True,True,all-uni)","both,mul,True,True,add","rank"
1,"(both,('add', 0.1),True,True,all-uni)","(both,mul,True,True,all-sep)","rank"
1,"(both,('add', 0.1),True,True,all-uni)","(both,mul,True,True,all-uni)","rank"
1,"(both,('add', 0.1),True,True,all-uni)","both,mul,True,True,del","rank"
0.000470077479292286,"(both,('add', 0.1),True,True,all-uni)","rank,('add', 0.1),True,True,add","rank"
0.0144953623650738,"(both,('add', 0.1),True,True,all-uni)","(rank,('add', 0.1),True,True,all-sep)","rank"
0.00152938990201834,"(both,('add', 0.1),True,True,all-uni)","(rank,('add', 0.1),True,True,all-uni)","rank"
0.00182943396084156,"(both,('add', 0.1),True,True,all-uni)","rank,('add', 0.1),True,True,del","rank"
0.83275565464036,"(both,('add', 0.1),True,True,all-uni)","rank,('add', 0.2),True,True,add","rank"
0.996864402299905,"(both,('add', 0.1),True,True,all-uni)","(rank,('add', 0.2),True,True,all-sep)","rank"
0.869946542262286,"(both,('add', 0.1),True,True,all-uni)","(rank,('add', 0.2),True,True,all-uni)","rank"
0.960107861644088,"(both,('add', 0.1),True,True,all-uni)","rank,('add', 0.2),True,True,del","rank"
0.999999617690458,"(both,('add', 0.1),True,True,all-uni)","rank,('add', 0.3),True,True,add","rank"
