"p.value","setting_1","setting_2","metric"
1,"both,('add', 0.1),True,True,add","(both,('add', 0.1),True,True,all-sep)","rank"
1,"both,('add', 0.1),True,True,add","(both,('add', 0.1),True,True,all-uni)","rank"
1,"both,('add', 0.1),True,True,add","both,('add', 0.1),True,True,del","rank"
1,"both,('add', 0.1),True,True,add","both,('add', 0.2),True,True,add","rank"
1,"both,('add', 0.1),True,True,add","(both,('add', 0.2),True,True,all-sep)","rank"
1,"both,('add', 0.1),True,True,add","(both,('add', 0.2),True,True,all-uni)","rank"
1,"both,('add', 0.1),True,True,add","both,('add', 0.2),True,True,del","rank"
1,"both,('add', 0.1),True,True,add","both,('add', 0.3),True,True,add","rank"
1,"both,('add', 0.1),True,True,add","(both,('add', 0.3),True,True,all-sep)","rank"
1,"both,('add', 0.1),True,True,add","(both,('add', 0.3),True,True,all-uni)","rank"
0.999999999989633,"both,('add', 0.1),True,True,add","both,('add', 0.3),True,True,del","rank"
1,"both,('add', 0.1),True,True,add","both,('add', 0.4),True,True,add","rank"
1,"both,('add', 0.1),True,True,add","(both,('add', 0.4),True,True,all-sep)","rank"
1,"both,('add', 0.1),True,True,add","(both,('add', 0.4),True,True,all-uni)","rank"
0.999997570362479,"both,('add', 0.1),True,True,add","both,('add', 0.4),True,True,del","rank"
1,"both,('add', 0.1),True,True,add","both,('add', 0.5),True,True,add","rank"
1,"both,('add', 0.1),True,True,add","(both,('add', 0.5),True,True,all-sep)","rank"
1,"both,('add', 0.1),True,True,add","(both,('add', 0.5),True,True,all-uni)","rank"
0.99999972985084,"both,('add', 0.1),True,True,add","both,('add', 0.5),True,True,del","rank"
0.999999999998303,"both,('add', 0.1),True,True,add","both,('add', 0.6),True,True,add","rank"
1,"both,('add', 0.1),True,True,add","(both,('add', 0.6),True,True,all-sep)","rank"
1,"both,('add', 0.1),True,True,add","(both,('add', 0.6),True,True,all-uni)","rank"
0.999999999998723,"both,('add', 0.1),True,True,add","both,('add', 0.6),True,True,del","rank"
0.999999999998273,"both,('add', 0.1),True,True,add","both,('add', 0.7),True,True,add","rank"
1,"both,('add', 0.1),True,True,add","(both,('add', 0.7),True,True,all-sep)","rank"
0.999999999998769,"both,('add', 0.1),True,True,add","(both,('add', 0.7),True,True,all-uni)","rank"
1,"both,('add', 0.1),True,True,add","both,('add', 0.7),True,True,del","rank"
0.999999999999573,"both,('add', 0.1),True,True,add","both,('add', 0.8),True,True,add","rank"
0.999999999999689,"both,('add', 0.1),True,True,add","(both,('add', 0.8),True,True,all-sep)","rank"
0.999999999999626,"both,('add', 0.1),True,True,add","(both,('add', 0.8),True,True,all-uni)","rank"
1,"both,('add', 0.1),True,True,add","both,('add', 0.8),True,True,del","rank"
1,"both,('add', 0.1),True,True,add","both,('add', 0.9),True,True,add","rank"
1,"both,('add', 0.1),True,True,add","(both,('add', 0.9),True,True,all-sep)","rank"
1,"both,('add', 0.1),True,True,add","(both,('add', 0.9),True,True,all-uni)","rank"
