"p.value","setting_1","setting_2","metric"
0.999999999996189,"both,('add', 0.1),True,True,add","(both,('add', 0.1),True,True,all-sep)","rank"
1,"both,('add', 0.1),True,True,add","(both,('add', 0.1),True,True,all-uni)","rank"
1,"both,('add', 0.1),True,True,add","both,('add', 0.1),True,True,del","rank"
0.999828658911858,"both,('add', 0.1),True,True,add","both,('add', 0.2),True,True,add","rank"
0.941626770522865,"both,('add', 0.1),True,True,add","(both,('add', 0.2),True,True,all-sep)","rank"
1,"both,('add', 0.1),True,True,add","(both,('add', 0.2),True,True,all-uni)","rank"
1,"both,('add', 0.1),True,True,add","both,('add', 0.2),True,True,del","rank"
1,"both,('add', 0.1),True,True,add","both,('add', 0.3),True,True,add","rank"
0.999831964180062,"both,('add', 0.1),True,True,add","(both,('add', 0.3),True,True,all-sep)","rank"
1,"both,('add', 0.1),True,True,add","(both,('add', 0.3),True,True,all-uni)","rank"
1,"both,('add', 0.1),True,True,add","both,('add', 0.3),True,True,del","rank"
0.999992790303671,"both,('add', 0.1),True,True,add","both,('add', 0.4),True,True,add","rank"
0.999859083042212,"both,('add', 0.1),True,True,add","(both,('add', 0.4),True,True,all-sep)","rank"
0.999999900069159,"both,('add', 0.1),True,True,add","(both,('add', 0.4),True,True,all-uni)","rank"
1,"both,('add', 0.1),True,True,add","both,('add', 0.4),True,True,del","rank"
0.999871686941755,"both,('add', 0.1),True,True,add","both,('add', 0.5),True,True,add","rank"
0.999972860499932,"both,('add', 0.1),True,True,add","(both,('add', 0.5),True,True,all-sep)","rank"
0.999999999955149,"both,('add', 0.1),True,True,add","(both,('add', 0.5),True,True,all-uni)","rank"
1,"both,('add', 0.1),True,True,add","both,('add', 0.5),True,True,del","rank"
0.999999999930006,"both,('add', 0.1),True,True,add","both,('add', 0.6),True,True,add","rank"
0.999999760923866,"both,('add', 0.1),True,True,add","(both,('add', 0.6),True,True,all-sep)","rank"
0.999999999395361,"both,('add', 0.1),True,True,add","(both,('add', 0.6),True,True,all-uni)","rank"
0.999999999990369,"both,('add', 0.1),True,True,add","both,('add', 0.6),True,True,del","rank"
1,"both,('add', 0.1),True,True,add","both,('add', 0.7),True,True,add","rank"
0.999999999973877,"both,('add', 0.1),True,True,add","(both,('add', 0.7),True,True,all-sep)","rank"
1,"both,('add', 0.1),True,True,add","(both,('add', 0.7),True,True,all-uni)","rank"
1,"both,('add', 0.1),True,True,add","both,('add', 0.7),True,True,del","rank"
1,"both,('add', 0.1),True,True,add","both,('add', 0.8),True,True,add","rank"
0.999999997007371,"both,('add', 0.1),True,True,add","(both,('add', 0.8),True,True,all-sep)","rank"
0.999999999986669,"both,('add', 0.1),True,True,add","(both,('add', 0.8),True,True,all-uni)","rank"
1,"both,('add', 0.1),True,True,add","both,('add', 0.8),True,True,del","rank"
1,"both,('add', 0.1),True,True,add","both,('add', 0.9),True,True,add","rank"
1,"both,('add', 0.1),True,True,add","(both,('add', 0.9),True,True,all-sep)","rank"
1,"both,('add', 0.1),True,True,add","(both,('add', 0.9),True,True,all-uni)","rank"
1,"both,('add', 0.1),True,True,add","both,('add', 0.9),True,True,del","rank"
1,"both,('add', 0.1),True,True,add","both,mul,True,True,add","rank"
1,"both,('add', 0.1),True,True,add","(both,mul,True,True,all-sep)","rank"
1,"both,('add', 0.1),True,True,add","(both,mul,True,True,all-uni)","rank"
1,"both,('add', 0.1),True,True,add","both,mul,True,True,del","rank"
0.00282902857616529,"both,('add', 0.1),True,True,add","rank,('add', 0.1),True,True,add","rank"
0.919961957146252,"both,('add', 0.1),True,True,add","(rank,('add', 0.1),True,True,all-sep)","rank"
0.0179119876405933,"both,('add', 0.1),True,True,add","(rank,('add', 0.1),True,True,all-uni)","rank"
0.0211389823248144,"both,('add', 0.1),True,True,add","rank,('add', 0.1),True,True,del","rank"
0.910170957933125,"both,('add', 0.1),True,True,add","rank,('add', 0.2),True,True,add","rank"
1,"both,('add', 0.1),True,True,add","(rank,('add', 0.2),True,True,all-sep)","rank"
0.894766625839982,"both,('add', 0.1),True,True,add","(rank,('add', 0.2),True,True,all-uni)","rank"
0.98179564013485,"both,('add', 0.1),True,True,add","rank,('add', 0.2),True,True,del","rank"
1,"both,('add', 0.1),True,True,add","rank,('add', 0.3),True,True,add","rank"
1,"both,('add', 0.1),True,True,add","(rank,('add', 0.3),True,True,all-sep)","rank"
1,"both,('add', 0.1),True,True,add","(rank,('add', 0.3),True,True,all-uni)","rank"
1,"both,('add', 0.1),True,True,add","rank,('add', 0.3),True,True,del","rank"
1,"both,('add', 0.1),True,True,add","rank,('add', 0.4),True,True,add","rank"
0.999999999622554,"both,('add', 0.1),True,True,add","(rank,('add', 0.4),True,True,all-sep)","rank"
1,"both,('add', 0.1),True,True,add","(rank,('add', 0.4),True,True,all-uni)","rank"
1,"both,('add', 0.1),True,True,add","rank,('add', 0.4),True,True,del","rank"
1,"both,('add', 0.1),True,True,add","rank,('add', 0.5),True,True,add","rank"
0.999968930806188,"both,('add', 0.1),True,True,add","(rank,('add', 0.5),True,True,all-sep)","rank"
1,"both,('add', 0.1),True,True,add","(rank,('add', 0.5),True,True,all-uni)","rank"
1,"both,('add', 0.1),True,True,add","rank,('add', 0.5),True,True,del","rank"
1,"both,('add', 0.1),True,True,add","rank,('add', 0.6),True,True,add","rank"
0.999999998318527,"both,('add', 0.1),True,True,add","(rank,('add', 0.6),True,True,all-sep)","rank"
1,"both,('add', 0.1),True,True,add","(rank,('add', 0.6),True,True,all-uni)","rank"
1,"both,('add', 0.1),True,True,add","rank,('add', 0.6),True,True,del","rank"
0.999999998987917,"both,('add', 0.1),True,True,add","rank,('add', 0.7),True,True,add","rank"
0.999999988313125,"both,('add', 0.1),True,True,add","(rank,('add', 0.7),True,True,all-sep)","rank"
1,"both,('add', 0.1),True,True,add","(rank,('add', 0.7),True,True,all-uni)","rank"
1,"both,('add', 0.1),True,True,add","rank,('add', 0.7),True,True,del","rank"
0.999999999964699,"both,('add', 0.1),True,True,add","rank,('add', 0.8),True,True,add","rank"
0.999998669128741,"both,('add', 0.1),True,True,add","(rank,('add', 0.8),True,True,all-sep)","rank"
0.999999999742177,"both,('add', 0.1),True,True,add","(rank,('add', 0.8),True,True,all-uni)","rank"
1,"both,('add', 0.1),True,True,add","rank,('add', 0.8),True,True,del","rank"
