is_addition,old_file_path,new_file_path,line_num,content
True,src/org/mockito/internal/invocation/Invocation.java,src/org/mockito/internal/invocation/Invocation.java,43,private Object[] rawArguments;
True,src/org/mockito/internal/invocation/Invocation.java,src/org/mockito/internal/invocation/Invocation.java,49,this.rawArguments = args;
True,src/org/mockito/internal/invocation/Invocation.java,src/org/mockito/internal/invocation/Invocation.java,233,public int getArgumentsCount() {
True,src/org/mockito/internal/invocation/Invocation.java,src/org/mockito/internal/invocation/Invocation.java,234,return arguments.length;
True,src/org/mockito/internal/invocation/Invocation.java,src/org/mockito/internal/invocation/Invocation.java,237,public Object[] getRawArguments() {
True,src/org/mockito/internal/invocation/Invocation.java,src/org/mockito/internal/invocation/Invocation.java,238,return this.rawArguments;
False,src/org/mockito/internal/invocation/InvocationMatcher.java,src/org/mockito/internal/invocation/InvocationMatcher.java,68,& argumentsMatch(actual);
True,src/org/mockito/internal/invocation/InvocationMatcher.java,src/org/mockito/internal/invocation/InvocationMatcher.java,68,&& (argumentsMatch(actual.getArguments()) || argumentsMatch(actual.getRawArguments()));
False,src/org/mockito/internal/invocation/InvocationMatcher.java,src/org/mockito/internal/invocation/InvocationMatcher.java,71,rivate boolean argumentsMatch(Invocation actual) {
False,src/org/mockito/internal/invocation/InvocationMatcher.java,src/org/mockito/internal/invocation/InvocationMatcher.java,72,bject[] arguments = actual.getArguments();
False,src/org/mockito/internal/invocation/InvocationMatcher.java,src/org/mockito/internal/invocation/InvocationMatcher.java,73,f (arguments.length != matchers.size()) {
True,src/org/mockito/internal/invocation/InvocationMatcher.java,src/org/mockito/internal/invocation/InvocationMatcher.java,71,private boolean argumentsMatch(Object[] actualArgs) {
True,src/org/mockito/internal/invocation/InvocationMatcher.java,src/org/mockito/internal/invocation/InvocationMatcher.java,72,if (actualArgs.length != matchers.size()) {
False,src/org/mockito/internal/invocation/InvocationMatcher.java,src/org/mockito/internal/invocation/InvocationMatcher.java,76,or (int i = 0; i < arguments.length; i++) {
False,src/org/mockito/internal/invocation/InvocationMatcher.java,src/org/mockito/internal/invocation/InvocationMatcher.java,77,f (!matchers.get(i).matches(arguments[i])) {
True,src/org/mockito/internal/invocation/InvocationMatcher.java,src/org/mockito/internal/invocation/InvocationMatcher.java,75,for (int i = 0; i < actualArgs.length; i++) {
True,src/org/mockito/internal/invocation/InvocationMatcher.java,src/org/mockito/internal/invocation/InvocationMatcher.java,76,if (!matchers.get(i).matches(actualArgs[i])) {
False,src/org/mockito/internal/invocation/InvocationMatcher.java,src/org/mockito/internal/invocation/InvocationMatcher.java,96,inal boolean overloadedButSameArgs = !methodEquals && argumentsMatch(candidate);
True,src/org/mockito/internal/invocation/InvocationMatcher.java,src/org/mockito/internal/invocation/InvocationMatcher.java,95,final boolean overloadedButSameArgs = !methodEquals && argumentsMatch(candidate.getArguments());
False,src/org/mockito/internal/invocation/MatchersBinder.java,src/org/mockito/internal/invocation/MatchersBinder.java,27,nt expectedMatchersSize = invocation.getArguments().length;
True,src/org/mockito/internal/invocation/MatchersBinder.java,src/org/mockito/internal/invocation/MatchersBinder.java,27,int expectedMatchersSize = invocation.getArgumentsCount();
False,test/org/mockitousage/bugs/VarargsNotPlayingWithAnyObjectTest.java,test/org/mockitousage/bugs/VarargsNotPlayingWithAnyObjectTest.java,10,mport org.junit.Ignore;
False,test/org/mockitousage/bugs/VarargsNotPlayingWithAnyObjectTest.java,test/org/mockitousage/bugs/VarargsNotPlayingWithAnyObjectTest.java,12,mport org.mockito.Mockito;
True,test/org/mockitousage/bugs/VarargsNotPlayingWithAnyObjectTest.java,test/org/mockitousage/bugs/VarargsNotPlayingWithAnyObjectTest.java,11,import org.mockito.Mock;
True,test/org/mockitousage/bugs/VarargsNotPlayingWithAnyObjectTest.java,test/org/mockitousage/bugs/VarargsNotPlayingWithAnyObjectTest.java,14,//see issue 62
True,test/org/mockitousage/bugs/VarargsNotPlayingWithAnyObjectTest.java,test/org/mockitousage/bugs/VarargsNotPlayingWithAnyObjectTest.java,21,@Mock VarargMethod mock;
False,test/org/mockitousage/bugs/VarargsNotPlayingWithAnyObjectTest.java,test/org/mockitousage/bugs/VarargsNotPlayingWithAnyObjectTest.java,21,Ignore
