7437e9b,1,0.17310473931509518
fe64e87,2,0.15613539750494343
6b49cfd,3,0.15391144167164628
1c92a54,4,0.1485807586557022
d964d23,5,0.1472692161053044
4385971,6,0.14291025635821464
6d8fd42,7,0.13721371025761875
be01040,8,0.13308902240674314
cd40201,9,0.13013824346460667
de13c33,10,0.1265492770040364
a83c486,11,0.12232191676848436
d7e85b0,12,0.12175305830093086
2f5cb16,13,0.12156023432476981
0b7eccf,14,0.12027912117360207
2581851,15,0.11994100112126138
847b296,16,0.11828362449317098
c764a46,17,0.11823037985815832
8ba5e1f,18,0.118169445627334
f93cdf9,19,0.11762697593986882
7efb21a,20,0.1163849988822715
0d98b3c,21,0.11463796970514784
9925370,22,0.11388148206688153
0a39688,23,0.11149838695406045
9afca86,24,0.11135408573302907
35d56dd,25,0.11076750538475821
c1c31ef,26,0.10969789565273635
3924ff1,27,0.10968334929905421
4d09ce4,28,0.10824648449405294
449fdd3,29,0.10593307937777774
0f655dc,30,0.10580911403357396
e33e925,31,0.10550491167146392
168bc14,32,0.10411546777590452
f9d8ba4,33,0.10378587818844631
28982c3,34,0.10377000052179841
936537f,35,0.10368313235467408
5b4d241,36,0.1035066732333979
4581182,37,0.10235965631743782
64857ce,38,0.10229100710215278
279196b,39,0.10110086549697306
ebb59a9,40,0.10102602752191314
1369e98,41,0.1003086701374245
34fd5f8,42,0.09768488821644294
6fcb008,43,0.0972070838374518
301ed5b,44,0.09710828078201628
9b4ae3a,45,0.09675133719687734
66485d3,46,0.0966140525983955
a095236,47,0.09515422728286804
c197158,48,0.09456374998098116
e829daf,49,0.09455519683731728
45fd54a,50,0.09311736293667394
e3bcc1c,51,0.09102597379676469
7eaa0d8,52,0.09054989472022257
9390e78,53,0.09052891051595069
9147da9,54,0.09029536030860308
14ddcfd,55,0.09027857019787433
f01925c,56,0.09020703534942309
c61dcca,57,0.09002747928087518
309b4b8,58,0.08954688109959907
b4801b2,59,0.08886430840342263
68e0061,60,0.08856237213850349
dff6e01,61,0.08820916035267523
97bbbff,62,0.0878804301565691
07f6f61,63,0.08696982542358289
b8c52bf,64,0.08623877010166758
b29d4a8,65,0.08592298268161014
915752b,66,0.08579023020522825
4031a54,67,0.08567152862312277
07663b6,68,0.08563601169189194
5cd9c1e,69,0.0854476882569738
c25df7e,70,0.08517774634347342
4ccc7f3,71,0.08506687112246869
9c1eea2,72,0.08489127368957972
6a36f04,73,0.08459519581792352
0b3f6f9,74,0.08436614209209459
1c2f958,75,0.08393633438180925
845f5ff,76,0.08374022186096752
9d72612,77,0.08371138535647582
192a606,78,0.08357277715967892
9a1ddf5,79,0.08321085146233376
58d95f7,80,0.08283190079618263
8a76da2,81,0.08262262511855223
c2d3c87,82,0.08259595532385522
cf96848,83,0.08157041250974262
4229da4,84,0.08069061714635717
6bbac11,85,0.08064656018992622
52ecbc6,86,0.08058705798119081
cc4824c,87,0.08043890642413998
d6227f7,88,0.07953987673094798
24b7eb9,89,0.07933706755925873
39dde4c,90,0.07923780071365571
c72f52d,91,0.07920765203496771
e185090,92,0.07903565671058044
534a679,93,0.078857047554167
ec8f3c1,94,0.07703172546224779
f0362b1,95,0.07697878399716196
5a3b4cb,96,0.07688412281032941
eb3e25d,97,0.07630192209227848
52547e6,98,0.07589625213305129
ef33293,99,0.07482793650835518
3ce4716,100,0.07478874757816056
1729698,101,0.07412914062019926
78995bf,102,0.0738456687213247
3c5a6f6,103,0.0734617128276287
80fe41f,104,0.07336861048618804
4755483,105,0.07327393817971029
6f2539a,106,0.07309969262095062
d7a094a,107,0.07235491727055765
f9e7db7,108,0.07188453376562454
cb7f2a3,109,0.0718440863951072
3bee5d7,110,0.07181763026520038
55e1258,111,0.07173700236639224
